id	length	midBlast_Ctrl_rep1	midBlast_Ctrl_rep2	midBlast_Ctrl_rep3	midBlast_siTfap2c_rep1	midBlast_siTfap2c_rep2	midBlast_siTfap2c_rep3
Ppp4r4	3683	0	7	11	48	48	42
Ppp5c	2069	1446	1715	1840	2146	2355	1899
Ppp6c	1558	833	1257	1195	697	915	835
Ppp6r1	3793	2731	3235	3359	1750	1558	1058
Ppp6r2	4341	90	152	122	110	98	63
Ppp6r3	4956	8430	10747	11369	4502	5137	4256
Pprc1	5244	4728	5236	5677	3516	4054	1965
Ppt1	2493	320	390	444	243	276	165
Ppt2	2187	509	660	852	315	392	245
Pptc7	4611	251	335	346	160	207	167
Ppwd1	2366	629	812	660	557	551	469
Ppy	480	0	3	0	9	5	8
Pqbp1	1334	1114	1359	1452	773	929	735
Pqlc1	4866	557	634	878	472	623	466
Pqlc2	2047	195	214	309	145	152	56
Pqlc3	2305	383	442	452	393	486	396
Pradc1	1296	134	124	159	87	113	93
Praf2	1206	252	192	241	72	78	51
Pram1	2313	79	63	83	83	85	62
Prame	2267	0	0	2	9	5	20
Pramef12	2460	474	571	638	954	984	1194
Pramef17	1745	123	180	137	632	468	710
Pramef25	2081	10	6	2	370	118	107
Pramef6	1487	28	36	47	196	40	71
Pramef8	3882	232	384	263	229	246	200
Pramel1	2440	159	171	205	80	64	90
Pramel3	3673	4	0	2	6	16	12
Pramel4	2399	1040	1512	1522	613	714	629
Pramel5	2147	4084	5541	5808	2209	2721	2669
Pramel6	1540	4872	5761	6071	3994	4743	4208
Pramel7	1860	5011	7066	7650	9597	11539	10538
Prap1	622	1	4	6	8	26	9
Prb1	1621	0	0	0	2	0	6
Prc1	3025	4987	5624	6383	3649	3925	3522
Prcc	2053	1325	1647	1820	1112	1181	790
Prcp	2964	117	100	103	58	141	74
Prdm1	5205	8	14	14	27	84	25
Prdm10	3408	1394	1657	1947	1406	1391	820
Prdm11	1870	2	2	6	11	32	14
Prdm12	2471	0	0	5	50	33	49
Prdm13	3174	6	10	2	15	12	44
Prdm14	2593	78	52	83	27	31	14
Prdm15	6346	413	440	427	345	370	281
Prdm16	8611	51	73	60	84	139	108
Prdm2	11549	4916	6025	6356	4098	5062	2662
Prdm4	4024	769	954	899	625	710	446
Prdm5	2182	0	2	4	4	17	13
Prdm6	2601	18	30	35	86	71	66
Prdm8	3119	4	4	8	53	27	37
Prdm9	3460	82	134	132	119	132	109
Prdx1	1417	2956	3633	3169	2667	3136	2791
Prdx2	942	644	677	632	394	458	335
Prdx3	1445	599	747	789	680	862	581
Prdx4	975	444	544	560	264	236	232
Prdx5	688	637	767	765	479	622	533
Prdx6	2489	1931	2062	2094	1320	1431	1215
Prdx6b	2889	0	0	0	10	4	8
Preb	5452	1167	1447	1396	877	944	669
Prelid1	1089	2520	2733	2528	1381	1742	1097
Prelid2	724	1029	1336	1268	303	351	399
Prelp	3602	0	0	4	20	20	26
Prep	2719	5292	6496	6769	4954	5668	3169
Prepl	3837	529	798	679	462	494	317
Prex1	6530	559	547	735	328	337	205
Prex2	11187	4	22	6	103	91	79
Prf1	2054	2	0	4	21	10	16
Prg2	838	0	2	3	13	18	25
Prg3	949	0	2	5	20	5	14
Prg4	4278	53	67	63	47	82	52
Prh1	870	0	0	0	9	2	4
Prickle1	4085	227	293	286	272	293	225
Prickle2	8676	54	117	53	227	253	178
Prickle3	2410	26	18	12	15	12	23
Prickle4	1392	4	7	9	0	12	7
Prim1	1533	564	721	818	356	393	335
Prim2	1976	593	662	660	519	438	508
Prima1	905	0	0	0	0	8	15
Primpol	3797	248	320	320	190	235	169
Prkaa1	4655	1945	2283	2338	2140	2505	1911
Prkaa2	8201	502	791	665	658	902	569
Prkab1	2051	2205	2590	2819	1300	1561	1163
Prkab2	4261	276	339	342	324	333	197
Prkaca	2502	354	434	369	307	320	144
Prkacb	5081	610	755	721	511	638	454
Prkag1	1639	833	929	1074	704	777	597
Prkag2	3460	323	383	412	618	625	571
Prkag2os1	990	22	29	32	46	54	42
Prkag3	2832	1	1	0	14	26	20
Prkar1a	3323	1739	2140	1863	3592	3876	3284
Prkar1b	2739	11	0	6	25	18	15
Prkar2a	4040	2851	3485	3115	1609	1576	1002
Prkar2b	3358	2	14	6	40	29	24
Prkca	8369	16	9	2	67	45	66
Prkcb	8829	12	22	12	131	92	96
Prkcd	2775	186	316	323	157	143	102
Prkcdbp	1026	14	20	8	14	2	14
Prkce	6254	267	363	385	295	223	207
Prkcg	3115	712	906	766	215	279	126
Prkch	3300	16	31	20	31	29	36
Prkci	4465	3181	4251	3780	2125	2458	1916
Prkcq	3313	4	0	0	45	39	31
Prkcsh	2090	1840	2272	2211	1772	1825	1200
Prkcz	4651	1036	1334	1188	426	524	355
Prkd1	3777	19	22	36	23	67	31
Prkd2	3757	134	179	162	187	225	151
Prkd3	6133	61	102	127	84	102	94
Prkdc	12674	798	1126	1191	665	575	488
Prkg1	7378	9	18	0	16	38	20
Prkg2	4696	0	1	0	34	21	30
Prkra	1554	27	26	39	23	42	42
Prkrip1	1654	1309	1664	1782	1591	1435	1524
Prkrir	3462	799	1037	880	474	547	450
Prkx	3209	783	919	811	346	303	206
Prl	894	3	4	0	8	0	2
Prl2a1	870	0	1	0	1	6	8
Prl2b1	864	0	0	0	0	6	2
Prl2c1	766	0	1	0	2	0	1
Prl2c2	790	0	0	0	1	0	6
Prl2c3	852	0	0	0	0	0	0
Prl2c4	834	0	0	0	0	0	0
Prl2c5	694	0	0	0	2	1	6
Prl3a1	1282	0	0	0	0	6	2
Prl3b1	936	34	45	36	20	18	19
Prl3c1	930	0	0	0	2	0	8
Prl3d1	878	0	0	0	0	0	0
Prl3d2	774	0	0	0	2	0	0
Prl3d3	774	0	0	0	0	0	1
Prl4a1	852	0	0	0	1	7	2
Prl5a1	1045	0	0	0	2	0	1
Prl6a1	868	0	0	0	2	0	0
Prl7a1	959	0	0	0	0	2	1
Prl7a2	1277	0	2	0	0	1	1
Prl7b1	925	0	0	0	4	0	0
Prl7c1	1016	0	0	0	2	0	2
Prl7d1	997	0	2	0	0	0	9
Prl8a1	864	0	0	0	0	1	5
Prl8a2	938	0	0	0	0	0	4
Prl8a6	1125	1	0	0	0	0	10
Prl8a8	892	0	0	0	1	2	11
Prl8a9	934	4	0	12	0	0	1
Prlh	261	4	0	3	1	0	2
Prlhr	1572	2	0	2	7	8	11
Prlr	13415	0	12	5	49	49	65
Prm1	400	0	0	8	6	8	2
Prm2	612	6	2	2	10	6	8
Prm3	407	0	0	0	12	6	0
Prmt1	1508	1863	2140	2009	1545	1726	1606
Prmt10	2781	591	671	731	357	382	411
Prmt2	2200	30	32	24	33	34	23
Prmt3	2495	898	991	1161	660	871	718
Prmt5	2641	3042	3546	4203	3267	3758	2769
Prmt6	4227	278	341	350	230	205	126
Prmt7	2254	1037	1099	1215	578	616	437
Prmt8	2413	0	0	0	8	25	24
Prn	3400	0	0	0	0	0	0
Prnd	3212	0	0	0	0	0	0
Prnp	3732	33	37	23	68	97	40
Prob1	4849	8	30	26	110	206	96
Proc	1710	3	5	1	12	13	15
Proca1	1513	100	78	127	63	93	65
Procr	1504	52	83	47	206	309	190
Prodh	2283	331	422	350	300	331	204
Prodh2	1817	0	2	0	25	18	14
Prok1	414	0	2	0	27	4	18
Prok2	1513	0	0	0	8	2	10
Prokr1	4056	12	22	0	29	39	40
Prokr2	4533	4	13	13	34	28	38
Prol1	1166	0	0	0	13	8	8
Prom1	4107	192	217	285	41	50	57
Prom2	4266	100	151	110	143	148	100
Prop1	1000	0	0	0	3	8	8
Prorsd1	2128	195	232	281	130	201	163
Pros1	3270	563	858	738	323	270	333
Prosc	4536	690	900	1139	1227	1579	1174
Proser1	4321	533	592	612	322	384	233
Proser2	3625	609	724	864	551	686	442
Proser3	2466	91	78	64	44	80	82
Prox1	4137	4	0	0	12	25	25
Prox2	2682	10	8	7	23	56	39
Proz	2398	2	6	10	27	22	45
Prp2	951	1	0	0	0	11	16
Prpf18	3413	1840	2310	2321	1742	1998	1628
Prpf19	6333	1818	2376	2184	1701	2443	1487
Prpf3	2732	986	1208	1398	698	960	695
Prpf31	3142	2494	2948	3278	2422	2708	2343
Prpf38a	1519	1711	2251	2109	1452	1591	1476
Prpf38b	3003	2415	3255	2913	2440	2441	1527
Prpf39	4068	742	1043	1027	536	637	548
Prpf4	5237	680	895	916	587	739	442
Prpf40a	3564	4845	6678	6124	3412	3458	2914
Prpf40b	3159	333	463	292	214	189	126
Prpf4b	4466	3949	5254	5025	3264	3449	2576
Prpf6	3055	2563	3087	3375	1922	2008	1460
Prpf8	7481	14069	16562	16680	11799	13243	6550
Prph	1865	0	14	2	17	15	21
Prph2	2632	2	7	0	18	13	9
Prpmp5	1284	0	0	0	2	0	8
Prps1	1975	2931	3942	4517	4639	5408	4861
Prps1l1	1676	0	0	0	4	15	27
Prps1l3	4006	1079	1547	1540	917	1145	892
Prps2	3638	88	136	172	399	401	366
Prpsap1	1868	1361	1858	1671	1438	1587	1054
Prpsap2	1867	1168	1437	1766	951	1015	945
Prr11	3827	388	404	434	400	374	311
Prr12	6879	1138	1136	1240	587	720	343
Prr13	1229	2646	2748	3175	3559	3642	2465
Prr14	2278	849	1034	951	566	594	360
Prr14l	10546	1457	1779	1699	574	596	353
Prr15	1381	4	6	0	24	17	17
Prr15l	1362	18	41	55	71	96	83
Prr16	2224	0	0	0	1	6	2
Prr18	3553	8	56	48	147	102	54
Prr19	1293	4	2	12	18	23	4
Prr22	1350	16	22	35	22	40	12
Prr23a1	1059	4	15	18	33	44	28
Prr23a2	762	2	5	9	23	18	9
Prr23a3	1814	44	72	62	74	92	54
Prr27	1325	0	0	0	15	2	16
Prr29	789	0	0	0	12	1	7
Prr3	2706	235	334	309	233	308	163
Prr30	1862	4	2	0	15	32	2
Prr32	1109	0	0	0	2	2	5
Prr33	2245	0	0	0	6	11	21
Prr36	4616	9	10	19	58	52	55
Prr5	1835	361	367	413	139	179	138
Prr5l	4446	0	6	4	20	32	38
Prr7	1360	126	105	122	70	104	68
Prr9	1183	4	0	0	4	8	10
Prrc1	4801	877	997	856	652	655	468
Prrc2a	6858	11167	12985	13324	9974	12472	5907
Prrc2b	10689	4198	5333	5123	6203	7124	3655
Prrc2c	10444	28943	33916	34713	20554	22159	12372
Prrg1	4038	5	4	0	4	5	6
Prrg2	1301	68	128	120	55	58	57
Prrg3	6086	78	96	87	22	31	45
Prrg4	2846	202	365	332	664	704	435
Prrt1	921	3	0	6	12	8	9
Prrt2	2490	9	13	8	27	25	22
Prrt3	3924	25	34	40	64	84	32
Prrt4	3413	39	48	72	25	33	46
Prrx1	7448	2	0	0	20	12	26
Prrx2	1129	4	11	8	13	11	16
Prrxl1	1550	0	0	0	4	16	19
Prss1	807	1	0	0	0	1	2
Prss12	2607	21	24	5	37	15	45
Prss16	2152	2	17	8	6	33	15
Prss2	826	0	2	0	3	0	15
Prss21	1077	0	0	0	4	13	4
Prss22	1324	0	0	0	9	11	10
Prss23	3226	0	0	0	12	18	8
Prss27	1149	0	5	6	8	6	8
Prss28	1190	0	0	0	0	2	14
Prss29	1181	0	2	0	4	4	9
Prss3	812	0	0	0	1	9	10
Prss30	1469	0	2	2	4	10	16
Prss32	1460	18	37	25	34	33	30
Prss33	1383	0	0	6	15	5	17
Prss34	1216	0	0	0	2	12	4
Prss35	2523	93	87	65	461	375	273
Prss36	3061	43	56	57	49	69	49
Prss37	1049	7	17	20	34	23	10
Prss38	1239	16	4	17	12	15	6
Prss39	1246	0	0	3	3	11	13
Prss40	1301	0	2	7	7	5	1
Prss41	1112	7	13	8	23	35	27
Prss42	1555	85	115	98	140	143	90
Prss43	1992	0	0	0	42	44	21
Prss44	1838	0	10	8	16	19	33
Prss45	1232	22	18	28	19	56	21
Prss46	1257	0	0	0	7	17	6
Prss48	949	118	132	110	63	63	44
Prss50	1455	0	3	0	21	8	11
Prss51	959	0	0	0	10	3	14
Prss52	1023	0	2	0	4	12	7
Prss53	2531	29	48	65	76	50	33
Prss54	1152	0	0	3	4	6	3
Prss55	1015	2	0	0	2	6	18
Prss56	1999	2	2	0	30	15	26
Prss57	2693	2	5	3	4	17	12
Prss58	987	0	0	0	0	6	5
Prss8	1860	570	502	507	125	136	69
Prtg	8764	154	235	202	262	280	151
Prtn3	970	18	14	33	10	21	16
Prune	3140	1664	1984	1926	841	879	682
Prune2	12512	23	26	13	146	111	155
Prx	5260	88	124	131	126	145	102
Psap	2733	39157	44749	45622	16932	18316	11479
Psapl1	2547	0	1	0	10	10	12
Psat1	2491	4316	5720	6696	7011	8797	7948
Psca	856	0	0	0	9	0	4
Psd	3900	13	19	24	29	74	38
Psd2	4614	0	2	5	63	60	58
Psd3	11804	79	95	127	161	169	137
Psd4	4683	961	1093	948	605	699	413
Psen1	3023	1683	1935	1965	1340	1380	947
Psen2	2084	68	77	37	77	66	57
Psenen	650	198	181	198	78	53	32
Psg16	2283	1	3	0	9	16	13
Psg17	2084	0	0	0	6	19	16
Psg18	2537	0	0	2	7	2	21
Psg19	2547	0	0	8	10	11	29
Psg20	1428	0	6	3	16	19	13
Psg21	2159	0	0	0	17	17	10
Psg22	1871	0	4	2	12	8	6
Psg23	2179	0	2	0	15	9	6
Psg25	3067	0	2	0	17	26	8
Psg26	2058	0	0	0	11	3	0
Psg27	1942	0	4	0	19	12	18
Psg28	1963	0	0	0	12	2	13
Psg29	5441	0	1	0	8	11	27
Psg-ps1	1922	2	0	0	0	11	9
Psip1	3834	2624	3860	3169	1766	1636	1415
Pskh1	3246	211	281	261	229	253	162
Psma1	1255	2571	2942	3176	1993	2154	2145
Psma2	946	2270	2973	2812	1791	2175	2024
Psma3	1420	2510	3381	3065	1545	1868	2040
Psma4	1096	8413	11102	10083	6052	6245	6128
Psma5	1217	2134	2522	2502	1359	1601	1683
Psma6	997	2948	3569	3490	2621	3087	2896
Psma7	1591	5405	6589	6484	4584	5116	5623
Psma8	1693	26	19	7	23	8	24
Psmb1	1036	2452	2890	2933	2142	2233	1976
Psmb10	1270	29	23	36	51	44	29
Psmb11	4247	18	12	20	54	65	30
Psmb2	847	1158	1388	1462	946	1227	1120
Psmb3	731	1274	1430	1355	987	1156	1137
Psmb4	949	2276	2387	2380	1981	2226	1968
Psmb5	871	614	561	623	589	620	587
Psmb6	1036	2703	3137	2776	2296	2584	2446
Psmb7	969	1803	2244	2061	1497	1611	1528
Psmb8	1223	0	0	2	7	6	14
Psmb9	806	26	33	23	26	16	24
Psmc1	1492	8756	10625	11392	8349	9321	7715
Psmc2	1782	4151	4892	4984	3155	3588	2832
Psmc3	1635	6416	8025	7642	5644	6716	5421
Psmc3ip	972	327	516	437	480	693	641
Psmc4	1436	3979	4737	4481	2665	2944	2514
Psmc5	1277	3221	3679	3839	1975	2585	1989
Psmc6	1564	3992	5257	5130	2900	3605	3681
Psmd1	3256	11832	14231	14072	9854	10382	7239
Psmd10	1456	207	222	275	227	240	247
Psmd11	1743	4114	5901	5158	4424	4589	3091
Psmd12	1723	3581	4533	4199	2419	2903	2678
Psmd13	1563	2136	2796	2703	1890	2081	1739
Psmd14	1541	3272	3997	3952	1980	2672	2768
Psmd2	3053	8131	10453	10372	6402	7163	5083
Psmd3	2147	5470	6776	6869	5252	5717	4325
Psmd4	1344	13031	15119	15497	10741	11485	7709
Psmd5	2042	1221	1387	1297	817	993	830
Psmd6	1296	3623	4593	4661	2856	3137	3137
Psmd7	1600	8888	11014	10593	9172	8858	6209
Psmd8	1513	4868	5954	6451	3775	4129	3925
Psmd9	2591	465	448	517	356	330	340
Psme1	977	863	966	1108	556	570	302
Psme2	977	48	75	87	18	28	30
Psme2b	1059	94	84	81	16	24	5
Psme3	2619	2699	3123	3087	2288	2501	1572
Psme4	6442	5002	6149	5914	4198	4248	2562
Psmf1	3559	636	627	756	564	619	350
Psmg1	985	303	434	445	264	269	235
Psmg2	1059	536	885	713	421	420	390
Psmg3	839	227	385	355	324	374	330
Psmg4	554	207	229	261	114	162	133
Psors1c2	844	3	11	7	6	2	10
Pspc1	2375	1931	2420	2177	1196	1427	1123
Psph	1537	101	196	170	121	184	108
Pspn	474	18	11	10	11	18	7
Psrc1	1773	928	1181	1222	1759	1786	1223
Pstk	1129	262	210	225	95	114	110
Pstpip1	1851	106	184	197	48	44	56
Pstpip2	2262	293	213	297	158	132	98
Ptafr	1820	0	8	16	74	79	56
Ptar1	2064	573	680	619	900	674	463
Ptbp1	3108	4954	7109	7480	6047	7019	4497
Ptbp2	3364	294	319	308	279	405	264
Ptbp3	6889	4143	5299	4615	2167	2430	2519
Ptcd1	3219	273	328	376	189	236	140
Ptcd2	1675	731	851	926	304	374	341
Ptcd3	2595	1006	1278	1467	732	766	829
Ptch1	4305	335	377	336	306	326	140
Ptch2	3549	15	6	26	79	55	47
Ptchd1	6489	1	0	4	25	4	11
Ptchd2	8689	11	20	2	66	81	64
Ptchd3	3236	0	0	0	14	14	2
Ptchd4	6890	0	0	2	22	30	45
Ptcra	1283	10	3	2	23	10	8
Ptdss1	3424	1644	2174	2156	1725	1855	1519
Ptdss2	2172	1165	1164	1488	733	818	536
Pten	8212	3264	4028	4224	3002	3623	2917
Pter	3706	71	111	84	89	73	129
Ptf1a	1508	0	0	0	2	0	1
Ptf1aos	916	0	0	0	0	0	4
Ptgdr	3187	2	2	0	6	8	17
Ptgdr2	2644	20	7	15	32	36	45
Ptgds	805	1	0	1	4	7	1
Ptger1	2082	27	52	71	56	36	28
Ptger2	3768	0	0	0	10	12	14
Ptger3	2018	2	0	12	45	91	48
Ptger4	3327	18	16	40	57	51	43
Ptges	3647	2749	2971	3146	3175	3807	2141
Ptges2	1952	536	527	510	305	330	268
Ptges3	1954	6156	8602	7955	3433	4316	4724
Ptges3l	1461	17	27	14	35	22	26
Ptgfr	4414	0	0	2	16	29	39
Ptgfrn	5786	876	1153	1089	663	629	368
Ptgir	3334	8	6	2	35	17	33
Ptgis	1751	201	275	230	217	221	204
Ptgr1	2104	1273	1786	1317	1489	1476	1736
Ptgr2	3290	637	712	794	437	523	547
Ptgs1	2866	0	1	2	19	14	9
Ptgs2	4145	0	2	4	0	16	27
Ptgs2os	2994	0	0	2	16	10	9
Ptgs2os2	1745	0	5	0	4	6	3
Pth	717	2	6	20	5	18	25
Pth1r	2721	3	25	26	46	37	31
Pth2	569	0	0	2	1	3	1
Pth2r	2414	9	11	5	44	30	6
Pthlh	1512	0	0	1	14	11	8
Ptk2	4991	1441	1930	1459	631	546	406
Ptk2b	4034	103	128	139	443	478	218
Ptk6	2286	0	4	7	41	38	40
Ptk7	4255	127	191	173	143	164	93
Ptma	1192	53869	59382	64833	48127	53891	43255
Ptms	1155	1959	2260	1706	902	746	387
Ptn	2021	0	2	0	0	7	7
Ptov1	1883	594	555	498	281	386	148
Ptp4a1	4129	150	119	182	100	129	107
Ptp4a2	3505	4625	5485	5524	2856	3171	3606
Ptp4a3	4619	254	279	342	752	1029	528
Ptpdc1	4596	29	29	42	148	119	118
Ptpmt1	1321	378	370	297	120	232	161
Ptpn1	4213	956	1221	1074	752	878	596
Ptpn11	5611	2182	2955	2907	1463	1495	1367
Ptpn12	3166	2735	3243	3344	2448	3155	2243
Ptpn13	8282	2198	2377	2692	2003	2045	1304
Ptpn14	10744	203	172	281	673	792	472
Ptpn18	1573	63	114	87	73	64	86
Ptpn2	8404	1254	1589	1840	2134	2436	2482
Ptpn20	3090	15	11	7	27	14	35
Ptpn21	5738	975	1078	1527	1476	1741	1252
Ptpn22	2884	111	126	200	439	473	304
Ptpn23	5336	2348	2637	2674	1282	1303	614
Ptpn3	6369	2027	2279	2512	805	749	544
Ptpn4	4706	473	579	668	360	474	329
Ptpn5	3453	5	4	10	23	28	21
Ptpn6	2430	365	470	453	134	135	100
Ptpn7	3264	0	2	2	17	47	33
Ptpn9	4056	161	203	147	253	276	167
Ptpra	3609	1225	1484	1434	603	716	393
Ptprb	11912	37	62	50	122	137	109
Ptprc	5666	0	0	0	11	18	32
Ptprcap	846	36	17	16	20	27	6
Ptprd	9127	0	3	2	30	35	53
Ptpre	5411	41	38	27	74	62	68
Ptprf	7648	2667	3506	3130	1194	1097	579
Ptprg	9190	927	1277	1104	1116	999	535
Ptprh	4020	3	10	23	38	46	31
Ptprj	8253	345	473	509	265	280	254
Ptprk	6177	369	613	466	207	202	160
Ptprm	5569	8	4	15	50	70	80
Ptprn	3535	881	779	977	277	311	123
Ptprn2	4688	0	7	14	48	53	30
Ptpro	6748	1	12	7	29	88	60
Ptprq	7058	0	3	0	28	27	64
Ptprr	4031	6	4	0	37	36	41
Ptprs	6977	413	650	476	256	329	219
Ptprt	12174	15	25	14	102	77	69
Ptprtos	631	8	5	22	6	6	12
Ptpru	5504	20	29	16	48	90	88
Ptprv	6080	16	35	31	92	145	94
Ptprz1	8068	4	5	8	28	66	81
Ptrf	3218	212	326	254	170	142	123
Ptrh1	913	80	125	109	73	107	52
Ptrh2	3133	271	362	427	265	347	222
Ptrhd1	4013	48	82	75	83	98	65
Pts	1036	20	49	51	49	32	43
Pttg1	1738	595	583	710	457	538	493
Pttg1ip	2247	2791	3311	3539	4178	4801	3531
Ptx3	1922	0	0	0	5	24	2
Ptx4	1582	0	0	3	10	9	18
Puf60	1960	2206	2567	2422	1710	1870	1521
Pum1	5352	4697	5831	5997	3704	4773	2714
Pum2	6686	3333	4384	4315	2636	2889	2222
Pura	1601	1080	1456	1255	940	1347	871
Purb	8478	2576	3298	3237	2105	2466	1647
Purg	2118	133	118	105	75	102	84
Pus1	1887	786	885	972	340	384	229
Pus10	3665	893	1205	1090	501	554	455
Pus3	2012	205	257	270	169	255	187
Pus7	4459	869	1018	1201	1005	1128	785
Pus7l	2848	34	46	28	38	69	130
Pusl1	1226	182	160	223	123	150	86
Pvalb	903	0	0	0	4	8	10
Pvr	2888	121	172	137	113	97	84
Pvrl1	5061	1980	2273	2320	2058	2201	1177
Pvrl2	3444	1322	1508	1757	713	865	626
Pvrl3	4147	132	182	124	110	99	96
Pvrl4	3504	78	56	149	421	525	426
Pvt1	3074	150	154	169	265	263	201
Pwp1	2579	1925	2281	2689	2160	2540	2396
Pwp2	3871	1604	1672	1710	1687	1562	1094
Pwwp2a	5812	924	1252	1243	969	1259	896
Pwwp2b	2640	402	460	523	86	129	72
Pxdc1	1872	4	12	8	2	15	10
Pxdn	6614	7	19	14	18	32	47
Pxk	2840	1187	1317	1488	673	1021	516
Pxmp2	1019	126	119	127	184	232	148
Pxmp4	1468	62	99	88	88	100	77
Pxn	3808	1049	963	1163	374	436	273
Pxt1	1015	24	20	22	58	65	47
Pxylp1	3288	18	20	24	27	28	22
Pycard	2135	190	262	293	126	147	101
Pycr1	2914	35	46	58	64	58	54
Pycr2	1599	245	278	256	398	437	287
Pycrl	1353	204	256	200	151	162	82
Pydc3	2987	0	0	0	12	5	24
Pydc4	2680	0	0	0	1	6	2
Pygb	3838	568	655	542	175	180	133
Pygl	2821	129	108	98	50	18	34
Pygm	2844	38	89	103	97	132	69
Pygo1	1745	0	4	6	4	20	3
Pygo2	3633	739	922	831	575	731	373
Pyhin1	3497	0	0	0	1	4	6
Pyroxd1	2155	119	119	136	87	105	90
Pyroxd2	3119	10	4	4	14	31	19
Pyurf	5410	134	176	142	108	97	136
Pyy	499	0	6	0	0	13	13
Pzp	4681	245	337	338	258	324	271
Qars	2722	3762	4468	4443	2491	3036	2145
Qdpr	1394	291	332	274	150	155	126
Qk	9878	7977	9955	9993	5882	6328	4964
Qpct	1924	2	4	0	7	2	20
Qpctl	2100	106	124	155	211	255	128
Qprt	1197	0	0	0	8	18	11
Qrfp	2863	4	4	16	4	17	4
Qrfpr	1801	12	2	16	7	11	8
Qrich1	3362	2810	3170	3286	1780	1918	1204
Qrich2	2162	0	5	5	26	23	13
Qrsl1	1970	433	550	463	372	459	282
Qser1	8975	773	1046	857	451	667	323
Qsox1	3361	132	160	152	247	247	197
Qsox2	3914	212	302	328	276	368	245
Qtrt1	1321	293	263	350	241	304	201
Qtrtd1	2823	405	401	444	322	440	265
R3hcc1	2072	2007	2337	2475	1450	1712	1238
R3hcc1l	3979	419	541	485	479	508	439
R3hdm1	4812	1885	2428	2508	1753	2508	1600
R3hdm2	4530	2552	3337	2888	2761	2631	1676
R3hdm4	1821	567	676	643	392	552	410
R3hdml	1094	14	5	20	55	33	21
R74862	3889	3	0	0	16	20	30
Rab1	2657	4866	5929	5759	3647	3943	3493
Rab10	3513	1504	1832	1865	899	1051	884
Rab10os	1073	46	63	50	39	39	23
Rab11a	2333	1397	1537	1794	1150	1381	1061
Rab11b	6065	769	982	1065	688	646	481
Rab11fip1	7965	3459	3994	4775	2853	2841	1658
Rab11fip2	6080	40	74	58	74	78	56
Rab11fip3	5188	1008	1299	1497	1407	1646	850
Rab11fip4	3145	3416	3524	3604	799	894	613
Rab11fip4os1	2187	17	8	24	27	21	26
Rab11fip4os2	357	12	18	13	20	5	3
Rab11fip5	6124	1452	1649	1553	1491	1743	1092
Rab12	2010	996	1082	1059	666	592	431
Rab13	1636	31	54	37	65	37	44
Rab14	3081	1967	2244	2137	1253	1505	1032
Rab15	3126	49	113	131	243	299	282
Rab17	1950	498	510	622	277	251	205
Rab18	3688	1406	1874	1711	497	477	640
Rab19	1321	19	9	24	31	42	30
Rab1b	1835	1081	1458	1254	784	908	672
Rab20	722	344	388	410	334	448	403
Rab21	1824	513	781	656	486	523	379
Rab22a	1909	513	464	524	288	230	151
Rab23	4487	398	490	519	735	777	664
Rab24	1865	776	699	799	377	436	267
Rab25	1060	12	11	2	10	11	6
Rab26	1434	28	79	56	53	52	47
Rab26os	295	41	36	42	24	26	33
Rab27a	3441	327	533	653	867	862	688
Rab27b	7525	4	5	0	17	12	54
Rab28	1636	165	172	151	152	204	166
Rab29	1191	395	486	419	316	389	384
Rab2a	2057	2824	3489	3371	1555	1580	1428
Rab2b	2756	152	159	238	233	352	221
Rab30	1927	116	148	172	116	165	92
Rab31	3476	199	202	237	445	522	414
Rab32	2054	0	6	12	12	2	12
Rab33a	1166	2	2	6	10	15	13
Rab33b	3472	182	222	191	173	272	200
Rab34	1806	29	34	37	155	191	102
Rab35	2163	1284	1440	1435	628	728	463
Rab36	2620	0	4	10	13	24	24
Rab37	2806	2	2	0	27	31	27
Rab38	1577	128	120	138	13	21	18
Rab39	2971	148	166	212	324	349	437
Rab39b	3402	2	6	6	6	10	9
Rab3a	1451	66	121	76	91	70	76
Rab3b	3320	22	6	14	12	28	26
Rab3c	8500	0	4	4	45	30	49
Rab3d	3867	67	70	69	113	171	64
Rab3gap1	4251	1114	1342	1405	1104	1092	834
Rab3gap2	6988	786	814	979	498	573	446
Rab3il1	2320	1353	1485	1752	222	316	150
Rab3ip	2690	1232	1592	1521	739	848	685
Rab40b	1865	7	2	0	14	11	23
Rab40c	2466	371	510	435	409	655	404
Rab42	735	1	0	0	16	17	21
Rab43	4881	91	122	112	98	111	101
Rab44	4105	0	7	0	23	41	23
Rab4a	1412	224	203	155	21	39	41
Rab4b	1170	104	127	134	66	56	40
Rab5a	2364	2390	2843	2771	1800	2278	1799
Rab5b	3176	1299	1276	1497	705	857	623
Rab5c	1975	1545	1683	1664	1047	1162	804
Rab6a	3320	1856	2197	2269	1561	1571	1313
Rab6b	4734	140	180	189	34	72	45
Rab7	2622	4506	5806	5881	3208	3465	2657
Rab7b	2523	0	0	2	16	21	30
Rab8a	2012	1610	1808	1856	979	1214	978
Rab8b	4751	78	147	84	159	164	140
Rab9	1448	1101	1377	1349	583	678	611
Rab9b	3761	0	0	3	4	9	15
Rabac1	875	93	161	152	241	204	176
Rabep1	5496	2639	3300	3138	2052	2504	1628
Rabep2	2539	488	630	685	328	369	245
Rabepk	1858	104	148	167	154	107	142
