chr	start	end	8Cell_siTfap2c_Tead4_ds
chr14	33305413	33305758	24.722495684416398
chr14	33411598	33412227	36.289002632298796
chr14	33447171	33447567	18.109076292827876
chr14	33573355	33574172	17.362995213656852
chr14	33818024	33818418	24.342010815131484
chr14	34470452	34470718	29.449966409152612
chr14	34509567	34510397	39.20258400698742
chr14	34620982	34621439	40.224183940261405
chr14	34622496	34623423	51.766906492404054
chr14	34700796	34701275	14.45223337623421
chr14	34722600	34722910	18.600598412175334
chr14	34730752	34731233	18.05173159339572
chr14	34773996	34774260	20.819250937664147
chr14	37135655	37136114	106.0665739024127
chr14	40891509	40891873	21.884562591930013
chr14	40967022	40967299	17.50053412303167
chr14	41185689	41186058	16.537220745551878
chr14	43851244	43851526	12.57870056950454
chr14	45329403	45329768	19.658801826059
chr14	45389143	45389446	29.17043949668557
chr14	45390797	45391156	27.975164519711125
chr14	45445113	45445694	15.014491463692382
chr14	45477447	45478162	20.369638814959494
chr14	45496584	45497049	18.321850425966325
chr14	45550897	45551219	14.789756943720468
chr14	45734096	45734377	19.635649636971145
chr14	45734884	45735214	33.43687527974446
chr14	46517044	46517925	27.732598206783127
chr14	46623407	46623686	15.249084486329
chr14	46738072	46738913	23.687051883067017
chr14	46800541	46801579	17.447401035268413
chr14	46831741	46832327	24.063625784864197
chr14	46870065	46870312	17.53995540943223
chr14	47086907	47087153	16.384001363583696
chr14	47208778	47209165	23.765094747222978
chr14	47226098	47226507	24.915183113956218
chr14	47308288	47308932	27.962738753845972
chr14	47318049	47318336	23.577935016113706
chr14	47318636	47319117	19.43571902411891
chr14	47418013	47418470	19.963862615289
chr14	47560300	47560669	30.84540203787124
chr14	47561003	47561293	30.31991049010178
chr14	47572335	47572706	35.82345307548091
chr14	47572989	47573275	43.15045395430985
chr14	47657377	47657780	22.511843865917577
chr14	47665874	47666709	16.91459248993925
chr14	47680149	47680553	15.730363491738197
chr14	47727442	47727972	18.464113631338442
chr14	47825241	47826282	24.66813727918436
chr14	47914181	47915091	16.955462646484374
chr14	47944303	47944782	13.632633852311614
chr14	48007247	48007554	23.36240810680079
chr14	48159866	48160459	16.624833391649528
chr14	48329612	48330181	16.91543219252923
chr14	48689587	48690244	12.579431821222174
chr14	48744657	48744932	17.97308547106656
chr14	48745225	48745751	13.915356812821594
chr14	49066582	49066991	13.80871989149919
chr14	50715651	50715991	33.203336592281566
chr14	50716337	50716584	15.915973783021997
chr14	50728243	50728610	21.615554050788568
chr14	50930631	50931328	17.418160231930965
chr14	51013885	51014369	23.011678995179736
chr14	51064236	51064535	17.91479544496058
chr14	51902966	51903630	31.0536012620811
chr14	52052930	52053676	33.304656798334605
chr14	52133812	52134661	27.03250637885679
chr14	52143202	52143514	19.486648541230423
chr14	52196765	52197137	14.901113963896229
chr14	52257918	52258600	24.580755451907162
chr14	52285318	52285630	28.40421605721498
chr14	52295281	52295583	20.09302446857983
chr14	54107051	54107831	14.806974924527681
chr14	54228530	54230056	22.768940778734798
chr14	54360919	54361192	11.234877324366307
chr14	54415477	54415865	25.87597958083005
chr14	54528697	54528977	21.031669667788915
chr14	54554433	54554732	21.92163501535371
chr14	54570274	54570675	29.184704806739255
chr14	54575359	54576225	54.0619077814644
chr14	54577652	54578261	34.98623816642072
chr14	54603621	54603936	21.15022050766718
chr14	54650848	54651534	25.012849155737428
chr14	54662616	54663034	20.67547439502187
chr14	54686367	54687046	15.532570864209722
chr14	54883564	54884023	21.947762410365417
chr14	54908909	54909204	21.925948524475096
chr14	54939396	54940136	21.074103396647686
chr14	55014788	55015597	24.85608503697682
chr14	55031144	55031452	24.81406388963972
chr14	55035683	55036033	27.63989061628069
chr14	55047869	55048815	43.77815530063234
chr14	55079469	55079806	28.342072342552843
chr14	55536249	55536784	34.369704005874205
chr14	55560023	55560813	40.16662956913815
chr14	55591149	55591557	18.00788332668005
chr14	55635342	55635634	31.653988171930184
chr14	55903788	55904096	25.458318512161057
chr14	55936561	55937234	15.30012646047357
chr14	56639753	56640907	60.63057930548022
chr14	56832388	56832919	43.31590452750973
chr14	56875587	56876276	29.199099025809367
chr14	57021805	57022249	17.32867762634346
chr14	57031886	57032305	24.997825943484795
chr14	57176317	57176686	24.44734595849262
chr14	57177170	57177540	13.162293176393252
chr14	57407200	57407464	22.928641351786528
chr14	57551184	57551636	15.532683549729068
chr14	57737205	57737619	25.941366421427702
chr14	57746167	57746499	38.1936182516167
chr14	57760420	57760736	20.853707742087447
chr14	57797680	57798028	18.36592815936297
chr14	57841741	57842401	19.786357882528595
chr14	57895957	57896952	50.170776468784965
chr14	57900559	57901274	38.48327997114275
chr14	57918138	57918439	18.99371040699094
chr14	59233656	59234035	13.25788020961832
chr14	59366234	59367164	29.830942882004603
chr14	59441071	59441477	18.656261855158313
chr14	59516910	59517265	39.352304163113445
chr14	60251085	60251384	11.267643883874186
chr14	60454091	60454470	13.243819460705277
chr14	60694958	60695840	19.81365725242632
chr14	60764795	60765041	22.455352538969457
chr14	60784475	60784752	15.386144214588812
chr14	61127110	61127450	13.82164990200716
chr14	61352739	61353081	11.145503734287463
chr14	61535598	61537003	32.693429443929546
chr14	61549861	61550230	22.932400364862872
chr14	61572918	61573165	30.05249270543396
chr14	61573461	61573767	32.10235034718233
chr14	61597958	61598484	19.397540997189715
chr14	61656393	61656904	24.144470864312755
chr14	61659368	61659627	23.820255257448174
chr14	61738352	61738839	13.76356872738754
chr14	61783320	61783714	14.54022395913371
chr14	62037952	62038369	11.251532450568476
chr14	62374606	62375349	23.94970877943899
chr14	62487826	62488547	33.29055214986391
chr14	62496502	62496954	21.78965355020709
chr14	62804837	62805649	19.332903966527855
chr14	62825960	62826354	16.522245537811123
chr14	63193418	63193751	19.76347770060863
chr14	63221484	63221818	26.16915055234989
chr14	63776504	63777543	23.70937642784963
chr14	63860550	63860915	28.21968505807119
chr14	64306810	64307104	13.72719416002027
chr14	64646590	64646840	20.69638595581055
chr14	64665859	64666856	21.822282124426565
chr14	64680328	64680953	21.916844432067872
chr14	64915505	64915761	31.979727298021317
chr14	64917367	64917753	31.131375342453083
chr14	64949950	64950244	32.90464098275113
chr14	64960620	64961001	37.462055751970745
chr14	65087583	65087868	10.769309318274782
chr14	65113643	65113926	23.390967062421065
chr14	65342715	65344120	36.609926278056626
chr14	65348511	65348859	29.368335493679705
chr14	65575993	65576407	16.819226850058147
chr14	65584376	65585148	38.53973112699281
chr14	65608389	65608834	17.869897345210727
chr14	66009326	66010158	30.85712694434019
chr14	66028333	66028685	32.05019851164384
chr14	66147599	66148070	13.714695117529283
chr14	66241449	66241717	20.20996504399314
chr14	67081856	67082654	24.266917626660568
chr14	67188543	67188866	30.825614362309224
chr14	67715901	67716526	19.535686053466797
chr14	67789014	67789713	16.794474729993652
chr14	67889260	67889622	30.23062205446359
chr14	68064766	68065442	19.815144446474562
chr14	68116312	68116651	17.953486453818712
chr14	69776773	69777086	14.114117543156535
chr14	69807375	69807654	19.795527659863982
chr14	70188408	70188893	22.623276645621072
chr14	70197790	70198564	25.65753802464606
chr14	70207681	70208641	33.532740741968155
chr14	70293442	70293813	20.40482335463367
chr14	70388785	70389075	21.75954137999436
chr14	70429115	70429944	20.2349179593444
chr14	70600551	70601375	23.305714558629155
chr14	70622837	70623629	20.953937620827645
chr14	70649683	70650133	22.90352948718601
chr14	70658227	70659689	47.29783825345959
chr14	70772913	70773479	20.637196010919848
chr14	70776226	70776606	20.22472814509743
chr14	72500317	72501114	19.2028409917202
chr14	73234621	73235139	26.621192066825955
chr14	73529224	73529516	24.105847339107566
chr14	73563182	73563492	19.712170296330605
chr14	73574364	73576163	36.33134223620981
chr14	73599874	73600173	23.273899183624167
chr14	73707740	73708093	14.787444938681281
chr14	75154315	75155104	24.066430904112842
chr14	75723297	75723752	16.150076652359175
chr14	75880672	75881003	27.38612022860893
chr14	75922032	75922685	21.3887765688699
chr14	75978334	75978604	16.25524008009169
chr14	76081041	76081908	43.83210125871458
chr14	76140344	76141060	35.48234879504369
chr14	76145706	76146485	47.43329951392824
chr14	76276956	76277203	17.527038091590047
chr14	76387812	76388158	12.943713633311278
chr14	76414324	76414652	11.354518027567282
chr14	76515595	76516115	14.340580683488112
chr14	76662569	76663160	26.802389199761972
chr14	76663664	76664013	19.704158359407355
chr14	77065540	77065836	18.280173907408845
chr14	77093282	77093684	14.763043721516928
chr14	77519054	77519464	15.008394550695652
chr14	77770857	77771385	16.5196072603717
chr14	77803439	77803804	16.958126203981163
chr14	77834448	77835138	25.33630366809126
chr14	77875300	77875587	22.58917976007229
chr14	78469981	78470379	11.177538234384814
chr14	78743234	78743549	14.430902108691988
chr14	79439657	79440696	34.74213604380926
chr14	79487269	79487526	11.556563321718446
chr14	79562646	79563242	29.48983294531803
chr14	79979826	79980154	13.497914794014722
chr14	80696846	80697104	9.667565312496452
chr14	81719771	81720022	20.7032112296359
chr14	82795303	82795639	18.047118101801193
chr14	86383103	86383391	14.991096138954163
chr14	87140820	87141857	32.69297131508043
chr14	87384764	87385141	16.160832731413905
chr14	87386154	87386539	16.071641463737983
chr14	88398928	88399881	22.177186729024864
chr14	88429366	88429884	15.450401280377362
chr14	91849012	91849789	16.730058713922784
chr14	92863093	92863788	18.439946155410876
chr14	93532957	93533678	43.87445887117214
chr14	98974367	98975154	21.428668827992382
chr14	98992218	98992537	18.7948287916034
chr14	99046417	99046674	20.369291750837395
chr14	99058979	99059686	16.70250962512328
chr14	99152352	99152611	23.65136734214989
chr14	99197649	99198395	19.435933919758323
chr14	99356462	99356824	24.64304922430555
chr14	99499540	99499807	15.063404040390186
chr14	101332207	101332558	16.4187575473405
chr14	101709730	101710261	19.566485880907422
chr14	101737222	101738330	38.60210558137308
chr14	101742803	101743192	17.628644465174343
chr14	101764351	101764653	17.623803912409095
chr14	101788785	101789668	17.356735314815257
chr14	101794732	101795185	18.39506403394619
chr14	101805926	101806483	23.627190647262218
chr14	101904896	101905706	27.106562693913776
chr14	102441257	102441531	15.348246727546636
chr14	103060232	103061157	18.866068662179483
chr14	103125976	103126259	14.015729806448462
chr14	103253548	103254042	22.247816303963603
chr14	103684285	103684608	17.03615973091716
chr14	105177418	105177729	14.726278133331004
chr14	105510031	105510823	48.14717465759528
chr14	105723167	105723574	17.02985953113078
chr14	105861912	105862707	20.29248260731967
chr14	106543941	106544996	15.977084643919886
chr14	107314784	107315530	27.27124298801371
chr14	108597563	108597838	10.482032453363592
chr14	108974259	108975049	14.623596539074862
chr14	109128868	109129140	12.013533874469644
chr14	114337122	114337528	13.43515460949226
chr14	118869559	118869834	12.483770158941095
chr14	118958002	118958742	25.23039918396924
chr14	119103260	119103904	41.19534034314363
chr14	120242463	120242797	31.896136026896404
chr14	120337491	120337936	12.962510162524962
chr14	120442043	120442299	14.581318616867065
chr14	120477750	120478304	25.925384507712906
chr14	120791681	120791991	19.429970538231633
chr14	120846877	120847219	19.17476268679078
chr14	120864318	120864967	27.942904353325467
chr14	120880141	120880662	25.07549039141459
chr14	120978499	120978865	23.505115535089878
chr14	120979328	120979667	27.514001075497067
chr14	121222510	121222775	16.485454685283155
chr14	121223449	121223819	18.655012192597262
chr14	121359655	121359903	15.460363157333866
chr14	121418368	121418624	48.648874431848526
chr14	121547509	121548323	26.68765925189494
chr14	121762732	121763012	16.37575521469116
chr14	121797559	121797808	21.100851870923638
chr14	121798134	121798503	19.792635054446173
chr14	121914185	121914565	34.727941939705296
chr14	122090814	122091606	20.45555278990004
chr14	122317848	122318209	18.304462834408408
chr14	123121694	123122176	23.348398473747537
chr14	123601532	123602158	14.01697847104301
chr6	3182834	3183511	23.173881065898314
chr6	3934978	3935714	20.011662292091742
chr6	4087059	4087334	17.131241316361862
chr6	4653157	4653509	16.629719027064063
chr6	4733433	4733723	13.706848386238361
chr6	4759438	4759993	22.780064326793223
chr6	4962007	4962701	25.682191204268925
chr6	5032632	5033329	52.26521956116773
chr6	5496338	5496640	16.26729600792689
chr6	5594310	5594849	17.985588524912195
chr6	5623833	5624127	24.671221626048187
chr6	6113614	6113918	23.456093844614532
chr6	6581861	6582191	31.56183290192575
chr6	7858387	7858667	19.02376593862261
chr6	7860582	7860924	21.330259473700274
chr6	8008305	8009828	45.18279306433033
chr6	8345879	8346275	14.272824937647039
chr6	11231503	11231776	18.78470398480202
chr6	11542929	11543177	19.293173159322432
chr6	11821108	11822044	34.15207168841973
chr6	11907290	11907575	13.700257736339903
chr6	12153486	12154014	20.2918911504023
chr6	12213970	12214233	21.713738176759204
chr6	12875810	12876197	20.07118714749043
chr6	13385162	13385409	26.77860238388
chr6	13845958	13846594	17.127903397728062
chr6	14284581	14285133	20.32764580629874
chr6	17065162	17065500	13.354237107835578
chr6	17357737	17358052	21.62435463496617
chr6	17594000	17595073	34.230842310362405
chr6	17621266	17621521	38.22998322879567
chr6	17623251	17624422	30.719261237844048
chr6	17830294	17830596	13.981770044920461
chr6	19350686	19350981	15.897483731932558
chr6	21386886	21387394	19.25113996558302
chr6	21891590	21892179	23.613226905945808
chr6	22367269	22367685	31.473886297299313
chr6	22417052	22417610	31.293522193867673
chr6	22434342	22435096	40.7784481933958
chr6	22435982	22436248	37.15838732038225
chr6	22538224	22538752	13.88689454848116
chr6	22539044	22539291	14.767081843696625
chr6	23028670	23028990	12.73521238565445
chr6	23080151	23080642	21.07793315122181
chr6	23929716	23930124	23.569499520694507
chr6	23930621	23930935	27.530181836170755
chr6	24342091	24342494	17.818339338373605
chr6	24621902	24622627	16.18335643307916
chr6	24665145	24665578	33.70721775609957
chr6	24667259	24667614	39.036768238981004
chr6	26734445	26735210	16.71357656304353
chr6	27264402	27265442	35.2800919844554
chr6	27346327	27346944	19.64201429249595
chr6	28422040	28422728	13.933849806009336
chr6	29089368	29090347	25.76071156568985
chr6	29146891	29147165	39.869647506379735
chr6	29149202	29150288	27.74627938718427
chr6	29164215	29164662	18.940304519346096
chr6	29203811	29204634	35.909086635306856
chr6	29220448	29221281	40.72632172757409
chr6	29245664	29246197	30.487564040393366
chr6	29299649	29300614	18.539527359404094
chr6	29308211	29309368	27.52167352727496
chr6	29509086	29509731	14.540240961267042
chr6	29611064	29611894	29.579319030118278
chr6	29628943	29629198	40.99535325742235
chr6	29663198	29663469	18.076980154452727
chr6	29947709	29948625	26.622863763284474
chr6	30026489	30026829	22.299757668551276
chr6	30216450	30216759	19.289143228993833
chr6	30316296	30316683	30.40035240656338
chr6	30390641	30390986	31.284252990501514
chr6	30391290	30391710	43.82871337164016
chr6	30456937	30457204	15.622772359669431
chr6	30539703	30540014	18.1428709612782
chr6	30549399	30549724	22.560880816533015
chr6	30703402	30703653	20.052899584827195
chr6	31197715	31198455	16.6727430240528
chr6	31388441	31388785	26.86909250325935
chr6	31432718	31433081	21.46580203242867
chr6	31503611	31503956	25.399703758350316
chr6	33462047	33462400	28.900977467004704
chr6	33692133	33692973	36.51080423707054
chr6	34193557	34193886	22.734054437886616
chr6	34354877	34355450	24.011931013270406
chr6	34476244	34476498	21.092889323947936
chr6	34865596	34866255	30.51539938873152
chr6	34866570	34866885	37.08484589107453
chr6	34913333	34913953	34.707936576104935
chr6	35017736	35018500	27.2598762974065
chr6	35133499	35134268	17.95844388597188
chr6	35176145	35177176	22.05977435717874
chr6	35331102	35331481	23.135171736765034
chr6	36671083	36671663	21.632622884881908
chr6	37041034	37042001	28.80646848481345
chr6	37158479	37158752	21.500614180233015
chr6	37535523	37536019	14.793588288368717
chr6	37576041	37576304	18.578171675649433
chr6	37632412	37632701	14.189864709715529
chr6	37660597	37661187	51.73015728320106
chr6	37691156	37691410	25.007355261975388
chr6	37730278	37731267	32.477200903473054
chr6	37800676	37800922	21.48393240207579
chr6	37802611	37803042	21.873609680034168
chr6	37836026	37836357	35.58230949816747
chr6	37836605	37837735	45.50526808004464
chr6	37861147	37861875	39.59121725978432
chr6	37919638	37920044	27.5377379826137
chr6	37948403	37948851	17.300176329910755
chr6	37958917	37959609	17.27423232966076
chr6	37980177	37980638	17.113152015752235
chr6	38087491	38087771	23.927353654588973
chr6	38093200	38094240	33.59471408678935
chr6	38111014	38111396	14.421664183052423
chr6	38134658	38135248	14.347878035852464
chr6	38210238	38210572	16.49425268458749
chr6	38514237	38514769	18.813807093111198
chr6	38536430	38536709	38.619823831811175
chr6	38550850	38551102	30.06583317499312
chr6	38620038	38620311	25.814815940437736
chr6	38654806	38655178	21.672023268156153
chr6	38853877	38854604	19.63720359598918
chr6	39229605	39229860	20.16507245980057
chr6	39400097	39400822	54.47282943199421
chr6	39424954	39425321	43.61480892711504
chr6	39450403	39451176	39.70298555381548
chr6	39472290	39472647	23.559794086702063
chr6	39562521	39562920	23.686698041165382
chr6	39567838	39568107	17.691821470579693
chr6	40262798	40263062	14.636498351891836
chr6	41712094	41712777	17.75177095016658
chr6	42258133	42258446	17.130546694746414
chr6	42349430	42349786	14.785710591948435
chr6	42851698	42852359	16.982037163357873
chr6	42964526	42965337	13.981852682686322
chr6	44204202	44204597	19.2676554860948
chr6	44210703	44210965	12.45577406337243
chr6	45274692	45275421	37.337403226781774
chr6	47337992	47338852	41.60119708693305
chr6	47375855	47376116	53.071453123713816
chr6	47376380	47376706	21.408483598861228
chr6	47782026	47782738	29.568408980798186
chr6	47821392	47821884	27.54012307985042
chr6	47899753	47900118	24.086856207129074
chr6	47935502	47936075	19.83213628981958
chr6	47970302	47971030	50.86029241897248
chr6	48012121	48013122	25.98000472885269
chr6	48021531	48022004	27.498379281913
chr6	48050430	48050695	25.603784777083487
chr6	48061075	48061625	24.633945421739057
chr6	48078458	48079026	21.697109858754654
chr6	48079365	48079625	26.23977309006911
chr6	48433612	48433878	20.277678564975137
chr6	48605128	48605405	17.381152917331736
chr6	49062762	49063262	22.08752483177185
chr6	49188550	49188901	21.692099367451465
chr6	49210288	49210651	19.68482507490258
chr6	49215671	49215954	25.532164637697036
chr6	49225388	49226105	25.468385194967315
chr6	49233298	49233757	24.915823996716334
chr6	49264162	49264434	22.728864354245804
chr6	49276824	49277347	32.557541243660744
chr6	49416141	49416803	66.57663449924158
chr6	49423586	49424170	34.48729868947643
chr6	49444820	49445181	22.627920890448827
chr6	50566218	50566528	15.52400188446045
chr6	51170673	51170951	18.99561572932511
chr6	51428973	51429278	19.535123230981046
chr6	51553176	51553508	24.22204650166523
chr6	52012305	52012991	15.016404833807542
chr6	52158469	52158889	31.936173202877953
chr6	52288757	52289149	23.932794410355235
chr6	52460405	52460691	25.767901030453768
chr6	52469996	52470764	15.813442051410675
chr6	52490519	52490831	14.190129419167837
chr6	53133721	53134026	13.158657314738289
chr6	53733649	53734109	19.119343617688056
chr6	53961174	53961596	17.271420449442207
chr6	54018958	54020783	50.01683863652896
chr6	54028505	54029494	46.650117510611416
chr6	54490239	54490640	19.26668847053128
chr6	54656508	54657590	38.30609822758024
chr6	54667944	54668527	26.538863311296467
chr6	54959169	54959488	24.513559090306394
chr6	54992669	54993189	11.759684934982886
chr6	55016635	55017299	13.131262593240622
chr6	56822751	56823463	28.227394559410182
chr6	56860214	56860916	18.649669376873224
chr6	56923608	56924261	13.684097030078835
chr6	57317176	57317673	12.308191581511162
chr6	57691747	57692133	11.978285465833437
chr6	59335417	59335996	13.992157091130865
chr6	61075008	61075261	20.813612998238664
chr6	61641587	61641875	13.127859741449356
chr6	61785437	61785821	14.279889865467945
chr6	62075701	62075973	12.017471667598276
chr6	64653102	64653524	21.285934999655773
chr6	64661487	64662081	18.222220838270605
chr6	65016609	65016941	30.690484839749622
chr6	65017235	65017622	44.62745732053614
chr6	65024008	65025349	50.21713474808479
chr6	65069882	65070158	19.651210701983906
chr6	65092708	65093064	25.768610841772528
chr6	65763242	65763589	30.326103336872904
chr6	65891222	65891518	17.48366267294497
chr6	66534835	66535149	22.45428144855864
chr6	67174775	67175125	24.384557042803085
chr6	67243371	67243879	26.86381497721034
chr6	69877164	69877485	16.763436154041706
chr6	70780987	70782176	79.32458750513845
chr6	70805770	70806099	23.311251080869543
chr6	70896753	70897064	12.71270825241923
chr6	70921652	70922050	17.280940940032654
chr6	70938175	70938480	16.159770402751985
chr6	70971593	70971875	20.969527275004285
chr6	70972159	70972482	25.164514966793472
chr6	71264099	71264499	29.134976696968078
chr6	71348363	71348949	18.57111554747962
chr6	71360213	71360660	18.178964597800167
chr6	71376057	71376484	17.906153444383964
chr6	71387886	71388183	14.644592651213058
chr6	71440837	71441273	30.72748265572644
chr6	71451457	71451840	24.971507164579148
chr6	71493582	71493875	15.40521503552642
chr6	71543929	71544206	15.470877922829308
chr6	71633051	71633464	40.691735071362366
chr6	71652214	71652727	36.2387694791976
chr6	71656629	71656939	42.01224021911621
chr6	71679108	71679516	25.15927822449628
chr6	71691536	71691862	33.798044345130215
chr6	71704083	71704354	20.836546458001507
chr6	71831283	71831750	35.12068913478157
chr6	71925551	71925907	28.411687170521596
chr6	72089487	72089944	13.327141945419479
chr6	72284243	72284597	16.680422753264
chr6	72315534	72316401	21.604734411976604
chr6	72373404	72374327	32.27404706217227
chr6	72452181	72452894	32.71097070605691
chr6	72479972	72480249	49.76717984030823
chr6	72486064	72487432	66.48783017320243
chr6	72493257	72493690	34.56709637102299
chr6	72581031	72581393	15.548522770075508
chr6	72600151	72600421	18.025368538609257
chr6	72694397	72694962	20.0676271911216
chr6	72740290	72741005	23.955056837388685
chr6	72817829	72818449	19.92035736730022
chr6	72819262	72819562	17.524355697631837
chr6	72854463	72854880	30.49532680831653
chr6	72862289	72863283	26.132908880590673
chr6	72914804	72915066	26.495521436210808
chr6	72946249	72946856	19.454169992167238
chr6	73010089	73010530	26.685121657356383
chr6	73221853	73222247	13.995994392385338
chr6	73247698	73248335	22.62438603959615
chr6	73268401	73269280	23.341487578564536
chr6	75643860	75644480	15.279664997131594
chr6	78789976	78790635	14.584238887918556
chr6	78984195	78984452	12.60262406568119
chr6	79034172	79034495	22.802961818943082
chr6	79762327	79762691	17.209871368093804
chr6	79818023	79818416	241.0209650714282
chr6	82035557	82035895	17.782497118210653
chr6	82372023	82372568	16.74620025092309
chr6	82652643	82653259	23.553265246477995
chr6	82723216	82723967	31.645339385488537
chr6	82855979	82856924	20.7483282447492
chr6	83052761	83053676	30.86562324065328
chr6	83075629	83075883	19.849650645819235
chr6	83089873	83090221	18.11762842364695
chr6	83101572	83101892	14.268765717744827
chr6	83317249	83317582	15.319984858458465
chr6	83326005	83326258	16.78666794064488
chr6	83394971	83395728	20.80378443026322
chr6	83506637	83506897	15.407419747572678
chr6	83775877	83776251	20.717495239992193
chr6	83840357	83840838	37.39208874533925
chr6	83880095	83880404	27.72363668275111
chr6	84017310	84017924	16.634812271167867
chr6	84018658	84019240	15.283809411157037
chr6	84184969	84185961	36.12685484270896
chr6	85137338	85137737	11.833991408049313
chr6	85333185	85333530	14.873697018277818
chr6	85374778	85375413	39.519550416600985
chr6	85418947	85419319	39.28324492259692
chr6	85451542	85451845	27.871227654686855
chr6	85587775	85588023	16.505657703645767
chr6	85888693	85889663	25.112167612547726
chr6	85943777	85944065	29.98963002363841
chr6	85966242	85966626	33.38271285096804
chr6	86296393	86296646	40.19778205660492
chr6	86318430	86318976	21.4693489354172
chr6	86371174	86371766	16.910598312680786
chr6	86438187	86438591	26.712862812646545
chr6	86487009	86487538	33.347848501007135
chr6	86507493	86508083	29.78248163966809
chr6	86519156	86519726	60.73227168300696
chr6	86598774	86599142	17.21413397529851
chr6	86768701	86769101	17.266558001041414
chr6	86795319	86795640	22.353466378565518
chr6	87032247	87033286	33.73384191487361
chr6	87064806	87065388	22.117348395672042
chr6	87085420	87085808	18.160758131558133
chr6	87615365	87615719	9.929910010537185
chr6	87716225	87716691	17.044010739469734
chr6	87803829	87804174	20.486123430556145
chr6	87811894	87812166	28.557156292831195
chr6	87819854	87820194	13.046632378241595
chr6	87853983	87854518	37.43458146425051
chr6	87871021	87871683	31.227984408237422
chr6	87977630	87977935	11.542692504945348
chr6	87997419	87998274	38.69266457808645
chr6	88012177	88013495	45.28094869824932
chr6	88053086	88053779	21.29183507206464
chr6	88060195	88060574	21.449076816085775
chr6	88074774	88075238	22.251575708389282
chr6	88583150	88583845	20.246638229425006
chr6	88729009	88729911	32.429336430492526
chr6	88775112	88775366	15.183352624337504
chr6	88841888	88842380	29.01892484494341
chr6	88898838	88899204	24.872171964801726
chr6	89087551	89087993	16.415094440339377
chr6	89130595	89131559	21.998282173857156
chr6	89413833	89414553	12.729287580317921
chr6	90507324	90508898	46.384510882776304
chr6	90518917	90519283	25.05288663978785
chr6	90623285	90624113	22.354353051254716
chr6	90675644	90676303	16.114064485784365
chr6	90716130	90716460	18.637098558021314
chr6	90736970	90737510	21.306854760205304
chr6	90743440	90744323	39.023075226884195
chr6	90881707	90882007	23.089624710083008
chr6	90988851	90989189	36.31937179904012
chr6	90998944	90999292	32.01088224608323
chr6	90999630	91000053	51.20758454343106
chr6	91010976	91011464	17.099781567933128
chr6	91012384	91012899	16.72324240415999
chr6	91156753	91157076	13.26759339559927
chr6	91473107	91473402	12.99717178668006
chr6	91563889	91564166	14.207642135206973
chr6	91640369	91640660	23.50679176369893
chr6	91666219	91666894	25.943585491886846
chr6	92143595	92143926	25.626351601407606
chr6	92251565	92252019	29.741849483372356
chr6	93261263	93261931	19.707501743368045
chr6	93667669	93668563	24.409277818346983
chr6	93863858	93864142	16.81750182366707
chr6	93937994	93938848	20.75809977261188
chr6	93979236	93979690	22.93202364077127
chr6	94201812	94202131	19.868350561135987
chr6	94203258	94204033	26.671987118874828
chr6	94389980	94390898	18.249896448422103
chr6	94467005	94467340	20.4448176426674
chr6	94717586	94718530	20.436919948812257
chr6	94742766	94743597	25.2199268318112
chr6	94755319	94755591	21.144289640819323
chr6	94796421	94797381	24.20024365782738
chr6	95273440	95273805	23.38246017612823
chr6	95364631	95365286	21.08403511265762
chr6	95494130	95494826	23.21263890499356
chr6	95607561	95607859	18.289949791543435
chr6	95631072	95632099	18.765514617537338
chr6	95718938	95719650	33.53904250766454
chr6	95720282	95721789	37.743785273736094
chr6	96287634	96288255	15.340969427388263
chr6	97326628	97326906	13.76124244799717
chr6	97343175	97343477	36.44160784159275
chr6	97355290	97356201	22.529788564248612
chr6	98680240	98680558	18.20983720875386
chr6	98755852	98756475	23.055745714166193
chr6	99914910	99915343	18.0473152341248
chr6	100034093	100034627	16.479838021239093
chr6	100270764	100271238	45.10373511897864
chr6	100324909	100325254	22.186869579812754
chr6	100452378	100453320	38.164459452254505
chr6	100505407	100506058	19.627268800720824
chr6	100848868	100849117	24.147085653251434
chr6	104179761	104180061	21.21912352879842
chr6	107059042	107059535	16.378893635577654
chr6	108065053	108065767	11.422787780521297
chr6	108695586	108695912	15.645659540328511
chr6	108705350	108706336	75.05751268471955
chr6	108736961	108737225	25.971511978091616
chr6	108777681	108778417	26.46188228285831
chr6	108816877	108817355	18.120393413878883
chr6	112378862	112379726	15.167665805805612
chr6	112498317	112498734	23.122209162449092
chr6	113051226	113051911	25.22688535425785
chr6	113076360	113077247	27.70134677370882
chr6	113156301	113156886	20.80398395407913
chr6	113219196	113219604	31.06864179349413
chr6	113237067	113237634	19.33078180713418
chr6	113251025	113251406	18.973247452983706
chr6	113306350	113307148	31.98467919820532
chr6	113350337	113351250	39.16988363401783
chr6	113376423	113377057	38.30136238513309
chr6	113395781	113396272	23.68959202737284
chr6	113396600	113397314	34.24896444593157
chr6	113442136	113442986	19.6069764176537
chr6	113469278	113469554	15.91344724530759
chr6	113502839	113503687	28.5564296391775
chr6	113572711	113573491	23.143259326005595
chr6	113634040	113634787	30.680842686848468
chr6	113635567	113635944	39.80924705991062
chr6	113653450	113653759	17.859816801200793
chr6	113656439	113656859	22.162003841854276
chr6	113704893	113705250	18.264515000565044
chr6	113772297	113772613	31.170863386950916
chr6	113774655	113775511	34.68924367539236
