name,logpval,time
GATA3(Zf)/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer,210,ICM_rep1
TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer,186,ICM_rep1
TEAD3(TEA)/HepG2-TEAD3-ChIP-Seq(Encode)/Homer,174,ICM_rep1
TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer,162,ICM_rep1
Sp5(Zf)/mES-Sp5.Flag-ChIP-Seq(GSE72989)/Homer,134,ICM_rep1
AP-2gamma(AP2)/MCF7-TFAP2C-ChIP-Seq(GSE21234)/Homer,132,ICM_rep1
"OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)/mES-Oct4-ChIP-Seq(GSE11431)/Homer",126,ICM_rep1
AP-2alpha(AP2)/Hela-AP2alpha-ChIP-Seq(GSE31477)/Homer,126,ICM_rep1
KLF14(Zf)/HEK293-KLF14.GFP-ChIP-Seq(GSE58341)/Homer,116,ICM_rep1
"Brn1(POU,Homeobox)/NPC-Brn1-ChIP-Seq(GSE35496)/Homer",109,ICM_rep1
Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer,102,ICM_rep1
Klf9(Zf)/GBM-Klf9-ChIP-Seq(GSE62211)/Homer,100,ICM_rep1
Esrrb(NR)/mES-Esrrb-ChIP-Seq(GSE11431)/Homer,97,ICM_rep1
SF1(NR)/H295R-Nr5a1-ChIP-Seq(GSE44220)/Homer,93,ICM_rep1
Sp1(Zf)/Promoter/Homer,90,ICM_rep1
"Oct4(POU,Homeobox)/mES-Oct4-ChIP-Seq(GSE11431)/Homer",89,ICM_rep1
Nr5a2(NR)/mES-Nr5a2-ChIP-Seq(GSE19019)/Homer,89,ICM_rep1
Sox2(HMG)/mES-Sox2-ChIP-Seq(GSE11431)/Homer,76,ICM_rep1
"Oct6(POU,Homeobox)/NPC-Pou3f1-ChIP-Seq(GSE35496)/Homer",73,ICM_rep1
Nr5a2(NR)/Pancreas-LRH1-ChIP-Seq(GSE34295)/Homer,66,ICM_rep1
"RAR:RXR(NR),DR5/ES-RAR-ChIP-Seq(GSE56893)/Homer",65,ICM_rep1
Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer,65,ICM_rep1
NFY(CCAAT)/Promoter/Homer,62,ICM_rep1
Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer,58,ICM_rep1
"GFY-Staf(?,Zf)/Promoter/Homer",58,ICM_rep1
Sox15(HMG)/CPA-Sox15-ChIP-Seq(GSE62909)/Homer,56,ICM_rep1
KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)/Homer,55,ICM_rep1
"Oct2(POU,Homeobox)/Bcell-Oct2-ChIP-Seq(GSE21512)/Homer",50,ICM_rep1
GFY(?)/Promoter/Homer,47,ICM_rep1
ELF1(ETS)/Jurkat-ELF1-ChIP-Seq(SRA014231)/Homer,47,ICM_rep1
Bach1(bZIP)/K562-Bach1-ChIP-Seq(GSE31477)/Homer,45,ICM_rep1
NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer,45,ICM_rep1
Elf4(ETS)/BMDM-Elf4-ChIP-Seq(GSE88699)/Homer,43,ICM_rep1
Nrf2(bZIP)/Lymphoblast-Nrf2-ChIP-Seq(GSE37589)/Homer,43,ICM_rep1
ELF5(ETS)/T47D-ELF5-ChIP-Seq(GSE30407)/Homer,39,ICM_rep1
Elk1(ETS)/Hela-Elk1-ChIP-Seq(GSE31477)/Homer,36,ICM_rep1
ELF3(ETS)/PDAC-ELF3-ChIP-Seq(GSE64557)/Homer,35,ICM_rep1
EAR2(NR)/K562-NR2F6-ChIP-Seq(Encode)/Homer,35,ICM_rep1
GABPA(ETS)/Jurkat-GABPa-ChIP-Seq(GSE17954)/Homer,34,ICM_rep1
Sox6(HMG)/Myotubes-Sox6-ChIP-Seq(GSE32627)/Homer,33,ICM_rep1
Elk4(ETS)/Hela-Elk4-ChIP-Seq(GSE31477)/Homer,33,ICM_rep1
COUP-TFII(NR)/K562-NR2F1-ChIP-Seq(Encode)/Homer,32,ICM_rep1
Sox10(HMG)/SciaticNerve-Sox3-ChIP-Seq(GSE35132)/Homer,31,ICM_rep1
ETS1(ETS)/Jurkat-ETS1-ChIP-Seq(GSE17954)/Homer,30,ICM_rep1
ETS(ETS)/Promoter/Homer,30,ICM_rep1
Stat3(Stat)/mES-Stat3-ChIP-Seq(GSE11431)/Homer,30,ICM_rep1
E2F4(E2F)/K562-E2F4-ChIP-Seq(GSE31477)/Homer,29,ICM_rep1
SPDEF(ETS)/VCaP-SPDEF-ChIP-Seq(SRA014231)/Homer,29,ICM_rep1
RARg(NR)/ES-RARg-ChIP-Seq(GSE30538)/Homer,28,ICM_rep1
STAT5(Stat)/mCD4+-Stat5-ChIP-Seq(GSE12346)/Homer,28,ICM_rep1
NFE2L2(bZIP)/HepG2-NFE2L2-ChIP-Seq(Encode)/Homer,27,ICM_rep1
ETV4(ETS)/HepG2-ETV4-ChIP-Seq(ENCODE)/Homer,26,ICM_rep1
STAT1(Stat)/HelaS3-STAT1-ChIP-Seq(GSE12782)/Homer,26,ICM_rep1
Bach2(bZIP)/OCILy7-Bach2-ChIP-Seq(GSE44420)/Homer,25,ICM_rep1
EHF(ETS)/LoVo-EHF-ChIP-Seq(GSE49402)/Homer,25,ICM_rep1
Sox4(HMG)/proB-Sox4-ChIP-Seq(GSE50066)/Homer,24,ICM_rep1
ETV1(ETS)/GIST48-ETV1-ChIP-Seq(GSE22441)/Homer,23,ICM_rep1
MYNN(Zf)/HEK293-MYNN.eGFP-ChIP-Seq(Encode)/Homer,21,ICM_rep1
Atf3(bZIP)/GBM-ATF3-ChIP-Seq(GSE33912)/Homer,20,ICM_rep1
COUP-TFII(NR)/Artia-Nr2f2-ChIP-Seq(GSE46497)/Homer,20,ICM_rep1
RFX(HTH)/K562-RFX3-ChIP-Seq(SRA012198)/Homer,19,ICM_rep1
Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer,19,ICM_rep1
Fli1(ETS)/CD8-FLI-ChIP-Seq(GSE20898)/Homer,18,ICM_rep1
Fosl2(bZIP)/3T3L1-Fosl2-ChIP-Seq(GSE56872)/Homer,18,ICM_rep1
TFE3(bHLH)/MEF-TFE3-ChIP-Seq(GSE75757)/Homer,17,ICM_rep1
STAT4(Stat)/CD4-Stat4-ChIP-Seq(GSE22104)/Homer,16,ICM_rep1
E2F7(E2F)/Hela-E2F7-ChIP-Seq(GSE32673)/Homer,16,ICM_rep1
JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer,16,ICM_rep1
Fra1(bZIP)/BT549-Fra1-ChIP-Seq(GSE46166)/Homer,15,ICM_rep1
PRDM10(Zf)/HEK293-PRDM10.eGFP-ChIP-Seq(Encode)/Homer,15,ICM_rep1
Etv2(ETS)/ES-ER71-ChIP-Seq(GSE59402)/Homer(0.967),15,ICM_rep1
LEF1(HMG)/H1-LEF1-ChIP-Seq(GSE64758)/Homer,15,ICM_rep1
Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer,15,ICM_rep1
Stat3+il21(Stat)/CD4-Stat3-ChIP-Seq(GSE19198)/Homer,15,ICM_rep1
Rfx2(HTH)/LoVo-RFX2-ChIP-Seq(GSE49402)/Homer,14,ICM_rep1
ZNF143|STAF(Zf)/CUTLL-ZNF143-ChIP-Seq(GSE29600)/Homer,14,ICM_rep1
CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer,14,ICM_rep1
E-box(bHLH)/Promoter/Homer,13,ICM_rep1
BATF(bZIP)/Th17-BATF-ChIP-Seq(GSE39756)/Homer,13,ICM_rep1
USF1(bHLH)/GM12878-Usf1-ChIP-Seq(GSE32465)/Homer,13,ICM_rep1
AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,13,ICM_rep1
Nur77(NR)/K562-NR4A1-ChIP-Seq(GSE31363)/Homer,13,ICM_rep1
MITF(bHLH)/MastCells-MITF-ChIP-Seq(GSE48085)/Homer,12,ICM_rep1
PBX1(Homeobox)/MCF7-PBX1-ChIP-Seq(GSE28007)/Homer,12,ICM_rep1
Pknox1(Homeobox)/ES-Prep1-ChIP-Seq(GSE63282)/Homer,11,ICM_rep1
"GATA(Zf),IR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer",11,ICM_rep1
Foxa3(Forkhead)/Liver-Foxa3-ChIP-Seq(GSE77670)/Homer,11,ICM_rep1
Mef2a(MADS)/HL1-Mef2a.biotin-ChIP-Seq(GSE21529)/Homer,10,ICM_rep1
Usf2(bHLH)/C2C12-Usf2-ChIP-Seq(GSE36030)/Homer,10,ICM_rep1
Tcfcp2l1(CP2)/mES-Tcfcp2l1-ChIP-Seq(GSE11431)/Homer,10,ICM_rep1
Cdx2(Homeobox)/mES-Cdx2-ChIP-Seq(GSE14586)/Homer,10,ICM_rep1
E2F1(E2F)/Hela-E2F1-ChIP-Seq(GSE22478)/Homer,9,ICM_rep1
Foxa2(Forkhead)/Liver-Foxa2-ChIP-Seq(GSE25694)/Homer,9,ICM_rep1
ZNF711(Zf)/SHSY5Y-ZNF711-ChIP-Seq(GSE20673)/Homer,9,ICM_rep1
CEBP(bZIP)/ThioMac-CEBPb-ChIP-Seq(GSE21512)/Homer,9,ICM_rep1
bHLHE40(bHLH)/HepG2-BHLHE40-ChIP-Seq(GSE31477)/Homer,9,ICM_rep1
"OCT:OCT(POU,Homeobox,IR1)/NPC-Brn2-ChIP-Seq(GSE35496)/Homer",9,ICM_rep1
Pbx3(Homeobox)/GM12878-PBX3-ChIP-Seq(GSE32465)/Homer,8,ICM_rep1
Sox9(HMG)/Limb-SOX9-ChIP-Seq(GSE73225)/Homer,8,ICM_rep1
BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer,8,ICM_rep1
"HNF4a(NR),DR1/HepG2-HNF4a-ChIP-Seq(GSE25021)/Homer",8,ICM_rep1
"ETS:RUNX(ETS,Runt)/Jurkat-RUNX1-ChIP-Seq(GSE17954)/Homer",8,ICM_rep1
Maz(Zf)/HepG2-Maz-ChIP-Seq(GSE31477)/Homer,7,ICM_rep1
EWS:FLI1-fusion(ETS)/SK_N_MC-EWS:FLI1-ChIP-Seq(SRA014231)/Homer,7,ICM_rep1
Rfx5(HTH)/GM12878-Rfx5-ChIP-Seq(GSE31477)/Homer,7,ICM_rep1
GSC(Homeobox)/FrogEmbryos-GSC-ChIP-Seq(DRA000576)/Homer,7,ICM_rep1
Erra(NR)/HepG2-Erra-ChIP-Seq(GSE31477)/Homer,7,ICM_rep1
"GATA3(Zf),DR4/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer",7,ICM_rep1
E2F6(E2F)/Hela-E2F6-ChIP-Seq(GSE31477)/Homer,7,ICM_rep1
FOXP1(Forkhead)/H9-FOXP1-ChIP-Seq(GSE31006)/Homer,7,ICM_rep1
CDX4(Homeobox)/ZebrafishEmbryos-Cdx4.Myc-ChIP-Seq(GSE48254)/Homer,7,ICM_rep1
E2F3(E2F)/MEF-E2F3-ChIP-Seq(GSE71376)/Homer,6,ICM_rep1
CLOCK(bHLH)/Liver-Clock-ChIP-Seq(GSE39860)/Homer,6,ICM_rep1
RUNX(Runt)/HPC7-Runx1-ChIP-Seq(GSE22178)/Homer,6,ICM_rep1
"GATA:SCL(Zf,bHLH)/Ter119-SCL-ChIP-Seq(GSE18720)/Homer",6,ICM_rep1
CRX(Homeobox)/Retina-Crx-ChIP-Seq(GSE20012)/Homer,6,ICM_rep1
NFkB-p65-Rel(RHD)/ThioMac-LPS-Expression(GSE23622)/Homer,6,ICM_rep1
ERG(ETS)/VCaP-ERG-ChIP-Seq(GSE14097)/Homer,5,ICM_rep1
FOXA1(Forkhead)/MCF7-FOXA1-ChIP-Seq(GSE26831)/Homer,5,ICM_rep1
Bcl6(Zf)/Liver-Bcl6-ChIP-Seq(GSE31578)/Homer,5,ICM_rep1
SpiB(ETS)/OCILY3-SPIB-ChIP-Seq(GSE56857)/Homer,5,ICM_rep1
"GATA3(Zf),DR8/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer",5,ICM_rep1
p53(p53)/mES-cMyc-ChIP-Seq(GSE11431)/Homer,5,ICM_rep1
FOXA1(Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer,5,ICM_rep1
c-Myc(bHLH)/LNCAP-cMyc-ChIP-Seq(Unpublished)/Homer,4,ICM_rep1
"Fox:Ebox(Forkhead,bHLH)/Panc1-Foxa2-ChIP-Seq(GSE47459)/Homer",4,ICM_rep1
"Oct4:Sox17(POU,Homeobox,HMG)/F9-Sox17-ChIP-Seq(GSE44553)/Homer",4,ICM_rep1
"GATA(Zf),IR3/iTreg-Gata3-ChIP-Seq(GSE20898)/Homer",4,ICM_rep1
NFIL3(bZIP)/HepG2-NFIL3-ChIP-Seq(Encode)/Homer,4,ICM_rep1
Foxo3(Forkhead)/U2OS-Foxo3-ChIP-Seq(E-MTAB-2701)/Homer,4,ICM_rep1
Ets1-distal(ETS)/CD4+-PolII-ChIP-Seq(Barski_et_al.)/Homer,4,ICM_rep1
X-box(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer,0.001,ICM_rep1
E2F(E2F)/Hela-CellCycle-Expression/Homer,0.001,ICM_rep1
"ETS:E-box(ETS,bHLH)/HPC7-Scl-ChIP-Seq(GSE22178)/Homer",0.001,ICM_rep1
"VDR(NR),DR3/GM10855-VDR+vitD-ChIP-Seq(GSE22484)/Homer",0.001,ICM_rep1
ZFX(Zf)/mES-Zfx-ChIP-Seq(GSE11431)/Homer,0.001,ICM_rep1
RUNX2(Runt)/PCa-RUNX2-ChIP-Seq(GSE33889)/Homer,0.001,ICM_rep1
FOXM1(Forkhead)/MCF7-FOXM1-ChIP-Seq(GSE72977)/Homer,0.001,ICM_rep1
ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer,0.01,ICM_rep1
RARa(NR)/K562-RARa-ChIP-Seq(Encode)/Homer,0.01,ICM_rep1
Rfx6(HTH)/Min6b1-Rfx6.HA-ChIP-Seq(GSE62844)/Homer,0.01,ICM_rep1
"Reverb(NR),DR2/RAW-Reverba.biotin-ChIP-Seq(GSE45914)/Homer",0.01,ICM_rep1
CRE(bZIP)/Promoter/Homer,0.01,ICM_rep1
MafK(bZIP)/C2C12-MafK-ChIP-Seq(GSE36030)/Homer,0.01,ICM_rep1
PU.1(ETS)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,0.01,ICM_rep1
Brachyury(T-box)/Mesoendoderm-Brachyury-ChIP-exo(GSE54963)/Homer,0.01,ICM_rep1
"TR4(NR),DR1/Hela-TR4-ChIP-Seq(GSE24685)/Homer",0.01,ICM_rep1
DMRT1(DM)/Testis-DMRT1-ChIP-Seq(GSE64892)/Homer,0.01,ICM_rep1
Rfx1(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer,0.01,ICM_rep1
THRa(NR)/C17.2-THRa-ChIP-Seq(GSE38347)/Homer,0.01,ICM_rep1
GFX(?)/Promoter/Homer,0.01,ICM_rep1
JunD(bZIP)/K562-JunD-ChIP-Seq/Homer,0.01,ICM_rep1
"RAR:RXR(NR),DR5/ES-RAR-ChIP-Seq(GSE56893)/Homer",0.01,ICM_rep1
BMYB(HTH)/Hela-BMYB-ChIP-Seq(GSE27030)/Homer,0.01,ICM_rep1
CEBP:AP1(bZIP)/ThioMac-CEBPb-ChIP-Seq(GSE21512)/Homer,0.01,ICM_rep1
FOXK2(Forkhead)/U2OS-FOXK2-ChIP-Seq(E-MTAB-2204)/Homer,0.01,ICM_rep1
Isl1(Homeobox)/Neuron-Isl1-ChIP-Seq(GSE31456)/Homer,0.01,ICM_rep1
"ERE(NR),IR3/MCF7-ERa-ChIP-Seq(Unpublished)/Homer",0.01,ICM_rep1
HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer,0.1,ICM_rep1
NFkB-p65(RHD)/GM12787-p65-ChIP-Seq(GSE19485)/Homer,0.1,ICM_rep1
FoxL2(Forkhead)/Ovary-FoxL2-ChIP-Seq(GSE60858)/Homer,0.1,ICM_rep1
DMRT6(DM)/Testis-DMRT6-ChIP-Seq(GSE60440)/Homer,0.1,ICM_rep1
GRHL2(CP2)/HBE-GRHL2-ChIP-Seq(GSE46194)/Homer,0.1,ICM_rep1
RUNX1(Runt)/Jurkat-RUNX1-ChIP-Seq(GSE29180)/Homer,0.1,ICM_rep1
Tcf7(HMG)/GM12878-TCF7-ChIP-Seq(Encode)/Homer,0.1,ICM_rep1
"FXR(NR),IR1/Liver-FXR-ChIP-Seq(Chong_et_al.)/Homer",0.1,ICM_rep1
FOXK1(Forkhead)/HEK293-FOXK1-ChIP-Seq(GSE51673)/Homer,0.1,ICM_rep1
PRDM15(Zf)/ESC-Prdm15-ChIP-Seq(GSE73694)/Homer,0.1,ICM_rep1
"FOXA1:AR(Forkhead,NR)/LNCAP-AR-ChIP-Seq(GSE27824)/Homer",0.1,ICM_rep1
Tcf3(HMG)/mES-Tcf3-ChIP-Seq(GSE11724)/Homer,0.1,ICM_rep1
RUNX-AML(Runt)/CD4+-PolII-ChIP-Seq(Barski_et_al.)/Homer,0.1,ICM_rep1
p73(p53)/Trachea-p73-ChIP-Seq(PRJNA310161)/Homer,0.1,ICM_rep1
ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)/Homer,0.1,ICM_rep1
TCFL2(HMG)/K562-TCF7L2-ChIP-Seq(GSE29196)/Homer,0.1,ICM_rep1
"PPARa(NR),DR1/Liver-Ppara-ChIP-Seq(GSE47954)/Homer",0.1,ICM_rep1
Mef2b(MADS)/HEK293-Mef2b.V5-ChIP-Seq(GSE67450)/Homer,0.1,ICM_rep1
EWS:ERG-fusion(ETS)/CADO_ES1-EWS:ERG-ChIP-Seq(SRA014231)/Homer,0.1,ICM_rep1
Gfi1b(Zf)/HPC7-Gfi1b-ChIP-Seq(GSE22178)/Homer,0.1,ICM_rep1
Tbet(T-box)/CD8-Tbet-ChIP-Seq(GSE33802)/Homer,0.1,ICM_rep1
"Brn2(POU,Homeobox)/NPC-Brn2-ChIP-Seq(GSE35496)/Homer",0.1,ICM_rep1
HINFP(Zf)/K562-HINFP.eGFP-ChIP-Seq(Encode)/Homer,0.1,ICM_rep1
YY1(Zf)/Promoter/Homer,0.1,ICM_rep1
"LXRE(NR),DR4/RAW-LXRb.biotin-ChIP-Seq(GSE21512)/Homer",0.1,ICM_rep1
HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)/Homer,0.1,ICM_rep1
Tbr1(T-box)/Cortex-Tbr1-ChIP-Seq(GSE71384)/Homer,0.1,ICM_rep1
"PAX5(Paired,Homeobox),condensed/GM12878-PAX5-ChIP-Seq(GSE32465)/Homer",1,ICM_rep1
"PAX3:FKHR-fusion(Paired,Homeobox)/Rh4-PAX3:FKHR-ChIP-Seq(GSE19063)/Homer",1,ICM_rep1
TATA-Box(TBP)/Promoter/Homer,1,ICM_rep1
Tbx21(T-box)/GM12878-TBX21-ChIP-Seq(Encode)/Homer,1,ICM_rep1
IRF2(IRF)/Erythroblas-IRF2-ChIP-Seq(GSE36985)/Homer,1,ICM_rep1
RORa(NR)/Liver-Rora-ChIP-Seq(GSE101115)/Homer,1,ICM_rep1
Zfp281(Zf)/ES-Zfp281-ChIP-Seq(GSE81042)/Homer,1,ICM_rep1
Atf4(bZIP)/MEF-Atf4-ChIP-Seq(GSE35681)/Homer,1,ICM_rep1
Dlx3(Homeobox)/Kerainocytes-Dlx3-ChIP-Seq(GSE89884)/Homer,1,ICM_rep1
Zfp809(Zf)/ES-Zfp809-ChIP-Seq(GSE70799)/Homer,1,ICM_rep1
Chop(bZIP)/MEF-Chop-ChIP-Seq(GSE35681)/Homer,1,ICM_rep1
Srebp2(bHLH)/HepG2-Srebp2-ChIP-Seq(GSE31477)/Homer,1,ICM_rep1
"PPARE(NR),DR1/3T3L1-Pparg-ChIP-Seq(GSE13511)/Homer",1,ICM_rep1
Foxh1(Forkhead)/hESC-FOXH1-ChIP-Seq(GSE29422)/Homer,1,ICM_rep1
ZNF136(Zf)/HEK293-ZNF136.GFP-ChIP-Seq(GSE58341)/Homer,1,ICM_rep1
MafF(bZIP)/HepG2-MafF-ChIP-Seq(GSE31477)/Homer,1,ICM_rep1
CTCF-SatelliteElement(Zf?)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer,1,ICM_rep1
Lhx2(Homeobox)/HFSC-Lhx2-ChIP-Seq(GSE48068)/Homer,1,ICM_rep1
"Pitx1:Ebox(Homeobox,bHLH)/Hindlimb-Pitx1-ChIP-Seq(GSE41591)/Homer",1,ICM_rep1
ZNF467(Zf)/HEK293-ZNF467.GFP-ChIP-Seq(GSE58341)/Homer,1,ICM_rep1
Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer,1,ICM_rep1
Lhx3(Homeobox)/Neuron-Lhx3-ChIP-Seq(GSE31456)/Homer,1,ICM_rep1
NRF1(NRF)/MCF7-NRF1-ChIP-Seq(Unpublished)/Homer,1,ICM_rep1
CEBP:CEBP(bZIP)/MEF-Chop-ChIP-Seq(GSE35681)/Homer,1,ICM_rep1
Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer,1,ICM_rep1
PU.1:IRF8(ETS:IRF)/pDC-Irf8-ChIP-Seq(GSE66899)/Homer,1,ICM_rep1
Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)/Homer,1,ICM_rep1
"OCT:OCT(POU,Homeobox)/NPC-Brn1-ChIP-Seq(GSE35496)/Homer",1,ICM_rep1
"Pax7(Paired,Homeobox),long/Myoblast-Pax7-ChIP-Seq(GSE25064)/Homer",1,ICM_rep1
GLI3(Zf)/Limb-GLI3-ChIP-Chip(GSE11077)/Homer,1,ICM_rep1
MafB(bZIP)/BMM-Mafb-ChIP-Seq(GSE75722)/Homer,1,ICM_rep1
ZNF528(Zf)/HEK293-ZNF528.GFP-ChIP-Seq(GSE58341)/Homer,1,ICM_rep1
RORg(NR)/Liver-Rorc-ChIP-Seq(GSE101115)/Homer,1,ICM_rep1
RORgt(NR)/EL4-RORgt.Flag-ChIP-Seq(GSE56019)/Homer,1,ICM_rep1
RORgt(NR)/EL4-RORgt.Flag-ChIP-Seq(GSE56019)/Homer,1,ICM_rep1
p53(p53)/Saos-p53-ChIP-Seq(GSE15780)/Homer,1,ICM_rep1
p53(p53)/Saos-p53-ChIP-Seq/Homer,1,ICM_rep1
EBF1(EBF)/Near-E2A-ChIP-Seq(GSE21512)/Homer,1,ICM_rep1
CHR(?)/Hela-CellCycle-Expression/Homer,1,ICM_rep1
Otx2(Homeobox)/EpiLC-Otx2-ChIP-Seq(GSE56098)/Homer,1,ICM_rep1
Foxf1(Forkhead)/Lung-Foxf1-ChIP-Seq(GSE77951)/Homer,1,ICM_rep1
HRE(HSF)/HepG2-HSF1-ChIP-Seq(GSE31477)/Homer,1,ICM_rep1
THRb(NR)/HepG2-THRb.Flag-ChIP-Seq(Encode)/Homer,1,ICM_rep1
Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer,1,ICM_rep1
ZNF415(Zf)/HEK293-ZNF415.GFP-ChIP-Seq(GSE58341)/Homer,1,ICM_rep1
Hoxd13(Homeobox)/ChickenMSG-Hoxd13.Flag-ChIP-Seq(GSE86088)/Homer,1,ICM_rep1
Eomes(T-box)/H9-Eomes-ChIP-Seq(GSE26097)/Homer,1,ICM_rep1
c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer,1,ICM_rep1
IRF4(IRF)/GM12878-IRF4-ChIP-Seq(GSE32465)/Homer,1,ICM_rep1
AMYB(HTH)/Testes-AMYB-ChIP-Seq(GSE44588)/Homer,1,ICM_rep1
EBF2(EBF)/BrownAdipose-EBF2-ChIP-Seq(GSE97114)/Homer,1,ICM_rep1
IRF8(IRF)/BMDM-IRF8-ChIP-Seq(GSE77884)/Homer,1,ICM_rep1
STAT6(Stat)/Macrophage-Stat6-ChIP-Seq(GSE38377)/Homer,1,ICM_rep1
"NFkB-p50,p52(RHD)/Monocyte-p50-ChIP-Chip(Schreiber_et_al.)/Homer",1,ICM_rep1
EBNA1(EBV-virus)/Raji-EBNA1-ChIP-Seq(GSE30709)/Homer,1,ICM_rep1
DUX(Homeobox)/C2C12-Dux-ChIP-Seq(GSE87279)/Homer,1,ICM_rep1
Srebp1a(bHLH)/HepG2-Srebp1a-ChIP-Seq(GSE31477)/Homer,1,ICM_rep1
Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)/Homer,1,ICM_rep1
NRF(NRF)/Promoter/Homer,1,ICM_rep1
Hoxd10(Homeobox)/ChickenMSG-Hoxd10.Flag-ChIP-Seq(GSE86088)/Homer,1,ICM_rep1
EBF(EBF)/proBcell-EBF-ChIP-Seq(GSE21978)/Homer,1,ICM_rep1
IRF1(IRF)/PBMC-IRF1-ChIP-Seq(GSE43036)/Homer,1,ICM_rep1
bHLHE41(bHLH)/proB-Bhlhe41-ChIP-Seq(GSE93764)/Homer,1,ICM_rep1
n-Myc(bHLH)/mES-nMyc-ChIP-Seq(GSE11431)/Homer,1,ICM_rep1
Mouse_Recombination_Hotspot(Zf)/Testis-DMC1-ChIP-Seq(GSE24438)/Homer,1,ICM_rep1
Egr2(Zf)/Thymocytes-Egr2-ChIP-Seq(GSE34254)/Homer,1,ICM_rep1
"RXR(NR),DR1/3T3L1-RXR-ChIP-Seq(GSE13511)/Homer",1,ICM_rep1
ZEB2(Zf)/SNU398-ZEB2-ChIP-Seq(GSE103048)/Homer,1,ICM_rep1
ZNF41(Zf)/HEK293-ZNF41.GFP-ChIP-Seq(GSE58341)/Homer,1,ICM_rep1
ZNF7(Zf)/HepG2-ZNF7.Flag-ChIP-Seq(Encode)/Homer,1,ICM_rep1
HIF2a(bHLH)/785_O-HIF2a-ChIP-Seq(GSE34871)/Homer,1,ICM_rep1
"NF1:FOXA1(CTF,Forkhead)/LNCAP-FOXA1-ChIP-Seq(GSE27824)/Homer",1,ICM_rep1
Phox2a(Homeobox)/Neuron-Phox2a-ChIP-Seq(GSE31456)/Homer,1,ICM_rep1
Barx1(Homeobox)/Stomach-Barx1.3xFlag-ChIP-Seq(GSE69483)/Homer,1,ICM_rep1
ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer,1,ICM_rep1
Rbpj1(?)/Panc1-Rbpj1-ChIP-Seq(GSE47459)/Homer,1,ICM_rep1
STAT6(Stat)/CD4-Stat6-ChIP-Seq(GSE22104)/Homer,1,ICM_rep1
"Tbox:Smad(T-box,MAD)/ESCd5-Smad2_3-ChIP-Seq(GSE29422)/Homer",1,ICM_rep1
PRDM14(Zf)/H1-PRDM14-ChIP-Seq(GSE22767)/Homer,1,ICM_rep1
Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)/Homer,1,ICM_rep1
Tbx6(T-box)/ESC-Tbx6-ChIP-Seq(GSE93524)/Homer,1,ICM_rep1
Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)/Homer,1,ICM_rep1
Six4(Homeobox)/MCF7-SIX4-ChIP-Seq(Encode)/Homer,1,ICM_rep1
Six1(Homeobox)/Myoblast-Six1-ChIP-Chip(GSE20150)/Homer,1,ICM_rep1
